% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
3.12	1	1	313	1	1	28	2196	0	0	0
3.121	1	1	313	2	1	28	2196	0	0	0
3.122	1	1	313	3	1	28	2196	0	0	0
3.123	1	1	313	4	1	28	2196	0	0	0
3.124	1	1	313	5	1	28	2196	0	0	0
3.125	1	1	313	6	1	28	2196	0	0	0
3.13	1	1	314	1	1	28	2196	0	0	0
3.131	1	1	314	2	1	28	2196	0	0	0
3.132	1	1	314	3	1	28	2196	0	0	0
3.133	1	1	314	4	1	28	2196	0	0	0
3.134	1	1	314	5	1	28	2196	0	0	0
3.135	1	1	314	6	1	28	2196	0	0	0
3.136	1	1	314	7	1	28	2196	0	0	0
3.137	1	1	314	8	1	28	2196	0	0	0
3.138	1	1	314	9	1	28	2196	0	0	0
3.139	1	1	314	10	1	28	2196	0	0	0
3.14	1	1	315	1	1	28	2196	0	0	0
3.141	1	1	315	2	1	28	2196	0	0	0
3.146	1	1	315	7	1	28	2196	0	0	0
3.147	1	1	315	8	1	28	2196	0	0	0
3.149	1	1	315	10	1	28	2196	0	0	0
3.15	1	1	316	1	1	28	2196	0	0	0
3.151	1	1	316	2	1	28	2196	0	0	0
3.152	1	1	316	3	1	28	2196	0	0	0
3.153	1	1	316	4	1	28	2196	0	0	0
3.154	1	1	316	5	1	28	2196	0	0	0
3.155	1	1	316	6	1	28	2196	0	0	0
3.156	1	1	316	7	1	28	2196	0	0	0
3.157	1	1	316	8	1	28	2196	0	0	0
3.158	1	1	316	9	1	28	2196	0	0	0
3.159	1	1	316	10	1	28	2196	0	0	0
3.16	1	1	317	1	1	28	2196	0	0	0
3.161	1	1	317	2	1	28	2196	0	0	0
3.162	1	1	317	3	1	28	2196	0	0	0
3.163	1	1	317	4	1	28	2196	0	0	0
3.164	1	1	317	5	1	28	2196	0	0	0
3.165	1	1	317	6	1	28	2196	0	0	0
3.166	1	1	317	7	1	28	2196	0	0	0
3.167	1	1	317	8	1	28	2196	0	0	0
3.168	1	1	317	9	1	28	2196	0	0	0
3.169	1	1	317	10	1	28	2196	0	0	0
3.17	1	1	318	1	1	28	2196	0	0	0
3.171	1	1	318	2	1	28	2196	0	0	0
3.172	1	1	318	3	1	28	2196	0	0	0
3.173	1	1	318	4	1	28	2196	0	0	0
3.174	1	1	318	5	1	28	2196	0	0	0
3.175	1	1	318	6	1	28	2196	0	0	0
3.176	1	1	318	7	1	28	2196	0	0	0
3.177	1	1	318	8	1	28	2196	0	0	0
3.178	1	1	318	9	1	28	2196	0	0	0
3.179	1	1	318	10	1	28	2196	0	0	0
3.18	1	1	319	1	1	28	2196	0	0	0
3.181	1	1	319	2	1	28	2196	0	0	0
3.182	1	1	319	3	1	28	2196	0	0	0
3.183	1	1	319	4	1	28	2196	0	0	0
3.184	1	1	319	5	1	28	2196	0	0	0
3.185	1	1	319	6	1	28	2196	0	0	0
3.187	1	1	319	8	1	28	2196	0	0	0
3.188	1	1	319	9	1	28	2196	0	0	0
3.189	1	1	319	10	1	28	2196	0	0	0
3.19	1	1	320	1	1	28	2196	0	0	0
3.191	1	1	320	2	1	28	2196	0	0	0
3.192	1	1	320	3	1	28	2196	0	0	0
3.193	1	1	320	4	1	28	2196	0	0	0
3.194	1	1	320	5	1	28	2196	0	0	0
3.195	1	1	320	6	1	28	2196	0	0	0
3.196	1	1	320	7	1	28	2196	0	0	0
3.197	1	1	320	8	1	28	2196	0	0	0
3.199	1	1	320	10	1	28	2196	0	0	0
3.2	1	1	321	1	1	28	2196	0	0	0
3.201	1	1	321	2	1	28	2196	0	0	0
3.203	1	1	321	4	1	28	2196	0	0	0
3.204	1	1	321	5	1	28	2196	0	0	0
3.205	1	1	321	6	1	28	2196	0	0	0
3.206	1	1	321	7	1	28	2196	0	0	0
3.207	1	1	321	8	1	28	2196	0	0	0
3.208	1	1	321	9	1	28	2196	0	0	0
3.209	1	1	321	10	1	28	2196	0	0	0
3.21	1	1	322	1	1	28	2196	0	0	0
3.213	1	1	322	4	1	28	2196	0	0	0
3.214	1	1	322	5	1	28	2196	0	0	0
3.215	1	1	322	6	1	28	2196	0	0	0
3.216	1	1	322	7	1	28	2196	0	0	0
3.217	1	1	322	8	1	28	2196	0	0	0
3.218	1	1	322	9	1	28	2196	0	0	0
3.219	1	1	322	10	1	28	2196	0	0	0
3.221	1	1	323	2	1	28	2196	0	0	0
3.225	1	1	323	6	1	28	2196	0	0	0
3.226	1	1	323	7	1	28	2196	0	0	0
3.227	1	1	323	8	1	28	2196	0	0	0
3.228	1	1	323	9	1	28	2196	0	0	0
3.229	1	1	323	10	1	28	2196	0	0	0
3.23	1	1	324	1	1	28	2196	0	0	0
3.231	1	1	324	2	1	28	2196	0	0	0
3.233	1	1	324	4	1	28	2196	0	0	0
3.237	1	1	324	8	1	28	2196	0	0	0
3.238	1	1	324	9	1	28	2196	0	0	0
3.239	1	1	324	10	1	28	2196	0	0	0
3.24	1	1	325	1	1	28	2196	0	0	0
3.241	1	1	325	2	1	28	2196	0	0	0
3.242	1	1	325	3	1	28	2196	0	0	0
3.243	1	1	325	4	1	28	2196	0	0	0
3.245	1	1	325	6	1	28	2196	0	0	0
3.246	1	1	325	7	1	28	2196	0	0	0
3.247	1	1	325	8	1	28	2196	0	0	0
3.249	1	1	325	10	1	28	2196	0	0	0
3.25	1	1	326	1	1	28	2196	0	0	0
3.253	1	1	326	4	1	28	2196	0	0	0
3.254	1	1	326	5	1	28	2196	0	0	0
3.255	1	1	326	6	1	28	2196	0	0	0
3.257	1	1	326	8	1	28	2196	0	0	0
3.258	1	1	326	9	1	28	2196	0	0	0
3.259	1	1	326	10	1	28	2196	0	0	0
3.261	1	1	327	2	1	28	2196	0	0	0
3.262	1	1	327	3	1	28	2196	0	0	0
3.265	1	1	327	6	1	28	2196	0	0	0
3.266	1	1	327	7	1	28	2196	0	0	0
3.267	1	1	327	8	1	28	2196	0	0	0
3.269	1	1	327	10	1	28	2196	0	0	0
3.27	1	1	328	1	1	28	2196	0	0	0
3.271	1	1	328	2	1	28	2196	0	0	0
3.273	1	1	328	4	1	28	2196	0	0	0
3.274	1	1	328	5	1	28	2196	0	0	0
3.277	1	1	328	8	1	28	2196	0	0	0
3.278	1	1	328	9	1	28	2196	0	0	0
3.279	1	1	328	10	1	28	2196	0	0	0
3.281	1	1	329	2	1	28	2196	0	0	0
3.282	1	1	329	3	1	28	2196	0	0	0
3.283	1	1	329	4	1	28	2196	0	0	0
3.285	1	1	329	6	1	28	2196	0	0	0
3.286	1	1	329	7	1	28	2196	0	0	0
3.287	1	1	329	8	1	28	2196	0	0	0
3.289	1	1	329	10	1	28	2196	0	0	0
3.29	1	1	330	1	1	28	2196	0	0	0
3.293	1	1	330	4	1	28	2196	0	0	0
3.294	1	1	330	5	1	28	2196	0	0	0
3.295	1	1	330	6	1	28	2196	0	0	0
3.296	1	1	330	7	1	28	2196	0	0	0
3.297	1	1	330	8	1	28	2196	0	0	0
3.298	1	1	330	9	1	28	2196	0	0	0
3.299	1	1	330	10	1	28	2196	0	0	0
3.301	1	1	331	2	1	28	2196	0	0	0
3.302	1	1	331	3	1	28	2196	0	0	0
3.303	1	1	331	4	1	28	2196	0	0	0
3.304	1	1	331	5	1	28	2196	0	0	0
3.305	1	1	331	6	1	28	2196	0	0	0
3.306	1	1	331	7	1	28	2196	0	0	0
3.307	1	1	331	8	1	28	2196	0	0	0
3.308	1	1	331	9	1	28	2196	0	0	0
3.309	1	1	331	10	1	28	2196	0	0	0
3.31	1	1	332	1	1	28	2196	0	0	0
3.311	1	1	332	2	1	28	2196	0	0	0
3.312	1	1	332	3	1	28	2196	0	0	0
3.313	1	1	332	4	1	28	2196	0	0	0
3.314	1	1	332	5	1	28	2196	0	0	0
3.315	1	1	332	6	1	28	2196	0	0	0
3.316	1	1	332	7	1	28	2196	0	0	0
3.317	1	1	332	8	1	28	2196	0	0	0
3.318	1	1	332	9	1	28	2196	0	0	0
3.319	1	1	332	10	1	28	2196	0	0	0
3.32	1	1	333	1	1	28	2196	0	0	0
3.321	1	1	333	2	1	28	2196	0	0	0
3.322	1	1	333	3	1	28	2196	0	0	0
3.323	1	1	333	4	1	28	2196	0	0	0
3.324	1	1	333	5	1	28	2196	0	0	0
3.325	1	1	333	6	1	28	2196	0	0	0
3.326	1	1	333	7	1	28	2196	0	0	0
3.327	1	1	333	8	1	28	2196	0	0	0
3.328	1	1	333	9	1	28	2196	0	0	0
3.329	1	1	333	10	1	28	2196	0	0	0
3.33	1	1	334	1	1	28	2196	0	0	0
3.331	1	1	334	2	1	28	2196	0	0	0
3.332	1	1	334	3	1	28	2196	0	0	0
3.333	1	1	334	4	1	28	2196	0	0	0
3.334	1	1	334	5	1	28	2196	0	0	0
3.335	1	1	334	6	1	28	2196	0	0	0
3.336	1	1	334	7	1	28	2196	0	0	0
3.337	1	1	334	8	1	28	2196	0	0	0
3.338	1	1	334	9	1	28	2196	0	0	0
3.339	1	1	334	10	1	28	2196	0	0	0
3.34	1	1	335	1	1	28	2196	0	0	0
3.341	1	1	335	2	1	28	2196	0	0	0
3.342	1	1	335	3	1	28	2196	0	0	0
3.343	1	1	335	4	1	28	2196	0	0	0
3.344	1	1	335	5	1	28	2196	0	0	0
3.345	1	1	335	6	1	28	2196	0	0	0
3.346	1	1	335	7	1	28	2196	0	0	0
3.347	1	1	335	8	1	28	2196	0	0	0
3.348	1	1	335	9	1	28	2196	0	0	0
3.349	1	1	335	10	1	28	2196	0	0	0
3.35	1	1	336	1	1	28	2196	0	0	0
3.351	1	1	336	2	1	28	2196	0	0	0
3.352	1	1	336	3	1	28	2196	0	0	0
3.353	1	1	336	4	1	28	2196	0	0	0
3.354	1	1	336	5	1	28	2196	0	0	0
3.355	1	1	336	6	1	28	2196	0	0	0
3.356	1	1	336	7	1	28	2196	0	0	0
3.357	1	1	336	8	1	28	2196	0	0	0
3.358	1	1	336	9	1	28	2196	0	0	0
3.359	1	1	336	10	1	28	2196	0	0	0
3.36	1	1	337	1	1	28	2196	0	0	0
3.361	1	1	337	2	1	28	2196	0	0	0
3.362	1	1	337	3	1	28	2196	0	0	0
3.363	1	1	337	4	1	28	2196	0	0	0
3.364	1	1	337	5	1	28	2196	0	0	0
3.365	1	1	337	6	1	28	2196	0	0	0
3.366	1	1	337	7	1	28	2196	0	0	0
3.367	1	1	337	8	1	28	2196	0	0	0
3.368	1	1	337	9	1	28	2196	0	0	0
3.369	1	1	337	10	1	28	2196	0	0	0
3.37	1	1	338	1	1	28	2196	0	0	0
3.371	1	1	338	2	1	28	2196	0	0	0
3.372	1	1	338	3	1	28	2196	0	0	0
3.376	1	1	338	7	1	28	2196	0	0	0
3.378	1	1	338	9	1	28	2196	0	0	0
3.379	1	1	338	10	1	28	2196	0	0	0
3.38	1	1	339	1	1	28	2196	0	0	0
3.381	1	1	339	2	1	28	2196	0	0	0
3.382	1	1	339	3	1	28	2196	0	0	0
3.383	1	1	339	4	1	28	2196	0	0	0
3.384	1	1	339	5	1	28	2196	0	0	0
3.385	1	1	339	6	1	28	2196	0	0	0
3.386	1	1	339	7	1	28	2196	0	0	0
3.387	1	1	339	8	1	28	2196	0	0	0
3.388	1	1	339	9	1	28	2196	0	0	0
3.389	1	1	339	10	1	28	2196	0	0	0
3.39	1	1	340	1	1	28	2196	0	0	0
3.391	1	1	340	2	1	28	2196	0	0	0
3.392	1	1	340	3	1	28	2196	0	0	0
3.393	1	1	340	4	1	28	2196	0	0	0
3.394	1	1	340	5	1	28	2196	0	0	0
3.395	1	1	340	6	1	28	2196	0	0	0
3.396	1	1	340	7	1	28	2196	0	0	0
3.397	1	1	340	8	1	28	2196	0	0	0
3.398	1	1	340	9	1	28	2196	0	0	0
3.399	1	1	340	10	1	28	2196	0	0	0
3.4	1	1	341	1	1	28	2196	0	0	0
3.401	1	1	341	2	1	28	2196	0	0	0
3.402	1	1	341	3	1	28	2196	0	0	0
3.403	1	1	341	4	1	28	2196	0	0	0
3.404	1	1	341	5	1	28	2196	0	0	0
3.405	1	1	341	6	1	28	2196	0	0	0
3.406	1	1	341	7	1	28	2196	0	0	0
3.407	1	1	341	8	1	28	2196	0	0	0
3.408	1	1	341	9	1	28	2196	0	0	0
3.409	1	1	341	10	1	28	2196	0	0	0
3.41	1	1	342	1	1	28	2196	0	0	0
3.411	1	1	342	2	1	28	2196	0	0	0
3.412	1	1	342	3	1	28	2196	0	0	0
3.413	1	1	342	4	1	28	2196	0	0	0
3.414	1	1	342	5	1	28	2196	0	0	0
3.415	1	1	342	6	1	28	2196	0	0	0
3.416	1	1	342	7	1	28	2196	0	0	0
3.417	1	1	342	8	1	28	2196	0	0	0
3.418	1	1	342	9	1	28	2196	0	0	0
3.419	1	1	342	10	1	28	2196	0	0	0
3.42	1	1	343	1	1	28	2196	0	0	0
3.421	1	1	343	2	1	28	2196	0	0	0
3.422	1	1	343	3	1	28	2196	0	0	0
3.423	1	1	343	4	1	28	2196	0	0	0
3.424	1	1	343	5	1	28	2196	0	0	0
3.425	1	1	343	6	1	28	2196	0	0	0
3.426	1	1	343	7	1	28	2196	0	0	0
3.427	1	1	343	8	1	28	2196	0	0	0
3.428	1	1	343	9	1	28	2196	0	0	0
3.429	1	1	343	10	1	28	2196	0	0	0
3.43	1	1	344	1	1	28	2196	0	0	0
3.431	1	1	344	2	1	28	2196	0	0	0
3.432	1	1	344	3	1	28	2196	0	0	0
3.433	1	1	344	4	1	28	2196	0	0	0
3.434	1	1	344	5	1	28	2196	0	0	0
3.435	1	1	344	6	1	28	2196	0	0	0
3.436	1	1	344	7	1	28	2196	0	0	0
3.437	1	1	344	8	1	28	2196	0	0	0
3.438	1	1	344	9	1	28	2196	0	0	0
3.439	1	1	344	10	1	28	2196	0	0	0
3.44	1	1	345	1	1	28	2196	0	0	0
3.441	1	1	345	2	1	28	2196	0	0	0
3.443	1	1	345	4	1	28	2196	0	0	0
3.444	1	1	345	5	1	28	2196	0	0	0
3.445	1	1	345	6	1	28	2196	0	0	0
3.446	1	1	345	7	1	28	2196	0	0	0
3.447	1	1	345	8	1	28	2196	0	0	0
3.448	1	1	345	9	1	28	2196	0	0	0
3.449	1	1	345	10	1	28	2196	0	0	0
3.45	1	1	346	1	1	28	2196	0	0	0
3.451	1	1	346	2	1	28	2196	0	0	0
3.452	1	1	346	3	1	28	2196	0	0	0
3.453	1	1	346	4	1	28	2196	0	0	0
3.454	1	1	346	5	1	28	2196	0	0	0
3.455	1	1	346	6	1	28	2196	0	0	0
3.456	1	1	346	7	1	28	2196	0	0	0
3.459	1	1	346	10	1	28	2196	0	0	0
3.46	1	1	347	1	1	28	2196	0	0	0
3.461	1	1	347	2	1	28	2196	0	0	0
3.462	1	1	347	3	1	28	2196	0	0	0
3.463	1	1	347	4	1	28	2196	0	0	0
3.464	1	1	347	5	1	28	2196	0	0	0
3.465	1	1	347	6	1	28	2196	0	0	0
3.466	1	1	347	7	1	28	2196	0	0	0
3.468	1	1	347	9	1	28	2196	0	0	0
3.472	1	1	348	3	1	28	2196	0	0	0
3.473	1	1	348	4	1	28	2196	0	0	0
3.474	1	1	348	5	1	28	2196	0	0	0
3.475	1	1	348	6	1	28	2196	0	0	0
3.476	1	1	348	7	1	28	2196	0	0	0
3.477	1	1	348	8	1	28	2196	0	0	0
3.478	1	1	348	9	1	28	2196	0	0	0
3.48	1	1	349	1	1	28	2196	0	0	0
3.484	1	1	349	5	1	28	2196	0	0	0
3.485	1	1	349	6	1	28	2196	0	0	0
3.486	1	1	349	7	1	28	2196	0	0	0
3.487	1	1	349	8	1	28	2196	0	0	0
3.488	1	1	349	9	1	28	2196	0	0	0
3.489	1	1	349	10	1	28	2196	0	0	0
3.49	1	1	350	1	1	28	2196	0	0	0
3.492	1	1	350	3	1	28	2196	0	0	0
3.493	1	1	350	4	1	28	2196	0	0	0
3.496	1	1	350	7	1	28	2196	0	0	0
3.497	1	1	350	8	1	28	2196	0	0	0
3.499	1	1	350	10	1	28	2196	0	0	0
3.5	1	1	351	1	1	28	2196	0	0	0
3.501	1	1	351	2	1	28	2196	0	0	0
3.502	1	1	351	3	1	28	2196	0	0	0
3.504	1	1	351	5	1	28	2196	0	0	0
3.505	1	1	351	6	1	28	2196	0	0	0
3.506	1	1	351	7	1	28	2196	0	0	0
3.507	1	1	351	8	1	28	2196	0	0	0
3.508	1	1	351	9	1	28	2196	0	0	0
3.509	1	1	351	10	1	28	2196	0	0	0
3.51	1	1	352	1	1	28	2196	0	0	0
3.511	1	1	352	2	1	28	2196	0	0	0
3.512	1	1	352	3	1	28	2196	0	0	0
3.513	1	1	352	4	1	28	2196	0	0	0
3.514	1	1	352	5	1	28	2196	0	0	0
3.515	1	1	352	6	1	28	2196	0	0	0
3.516	1	1	352	7	1	28	2196	0	0	0
3.517	1	1	352	8	1	28	2196	0	0	0
3.518	1	1	352	9	1	28	2196	0	0	0
3.519	1	1	352	10	1	28	2196	0	0	0
3.52	1	1	353	1	1	28	2196	0	0	0
3.521	1	1	353	2	1	28	2196	0	0	0
3.522	1	1	353	3	1	28	2196	0	0	0
3.523	1	1	353	4	1	28	2196	0	0	0
3.524	1	1	353	5	1	28	2196	0	0	0
3.525	1	1	353	6	1	28	2196	0	0	0
3.53	1	1	354	1	1	28	2196	0	0	0
3.531	1	1	354	2	1	28	2196	0	0	0
3.532	1	1	354	3	1	28	2196	0	0	0
3.533	1	1	354	4	1	28	2196	0	0	0
3.534	1	1	354	5	1	28	2196	0	0	0
3.535	1	1	354	6	1	28	2196	0	0	0
3.536	1	1	354	7	1	28	2196	0	0	0
3.537	1	1	354	8	1	28	2196	0	0	0
3.538	1	1	354	9	1	28	2196	0	0	0
3.539	1	1	354	10	1	28	2196	0	0	0
3.541	1	1	355	2	1	28	2196	0	0	0
3.542	1	1	355	3	1	28	2196	0	0	0
3.543	1	1	355	4	1	28	2196	0	0	0
3.544	1	1	355	5	1	28	2196	0	0	0
3.545	1	1	355	6	1	28	2196	0	0	0
3.549	1	1	355	10	1	28	2196	0	0	0
3.55	1	1	356	1	1	28	2196	0	0	0
3.551	1	1	356	2	1	28	2196	0	0	0
3.553	1	1	356	4	1	28	2196	0	0	0
3.554	1	1	356	5	1	28	2196	0	0	0
3.555	1	1	356	6	1	28	2196	0	0	0
3.556	1	1	356	7	1	28	2196	0	0	0
3.557	1	1	356	8	1	28	2196	0	0	0
3.558	1	1	356	9	1	28	2196	0	0	0
3.562	1	1	357	3	1	28	2196	0	0	0
3.563	1	1	357	4	1	28	2196	0	0	0
3.565	1	1	357	6	1	28	2196	0	0	0
3.566	1	1	357	7	1	28	2196	0	0	0
3.567	1	1	357	8	1	28	2196	0	0	0
3.568	1	1	357	9	1	28	2196	0	0	0
3.569	1	1	357	10	1	28	2196	0	0	0
3.57	1	1	358	1	1	28	2196	0	0	0
3.573	1	1	358	4	1	28	2196	0	0	0
3.574	1	1	358	5	1	28	2196	0	0	0
3.575	1	1	358	6	1	28	2196	0	0	0
3.576	1	1	358	7	1	28	2196	0	0	0
3.577	1	1	358	8	1	28	2196	0	0	0
3.578	1	1	358	9	1	28	2196	0	0	0
3.579	1	1	358	10	1	28	2196	0	0	0
3.58	1	1	359	1	1	28	2196	0	0	0
3.581	1	1	359	2	1	28	2196	0	0	0
3.582	1	1	359	3	1	28	2196	0	0	0
3.583	1	1	359	4	1	28	2196	0	0	0
3.584	1	1	359	5	1	28	2196	0	0	0
3.588	1	1	359	9	1	28	2196	0	0	0
3.589	1	1	359	10	1	28	2196	0	0	0
3.59	1	1	360	1	1	28	2196	0	0	0
3.591	1	1	360	2	1	28	2196	0	0	0
3.592	1	1	360	3	1	28	2196	0	0	0
3.594	1	1	360	5	1	28	2196	0	0	0
3.595	1	1	360	6	1	28	2196	0	0	0
3.596	1	1	360	7	1	28	2196	0	0	0
3.6	1	1	361	1	1	28	2196	0	0	0
3.601	1	1	361	2	1	28	2196	0	0	0
3.602	1	1	361	3	1	28	2196	0	0	0
3.603	1	1	361	4	1	28	2196	0	0	0
3.604	1	1	361	5	1	28	2196	0	0	0
3.605	1	1	361	6	1	28	2196	0	0	0
3.606	1	1	361	7	1	28	2196	0	0	0
3.607	1	1	361	8	1	28	2196	0	0	0
3.608	1	1	361	9	1	28	2196	0	0	0
3.609	1	1	361	10	1	28	2196	0	0	0
3.61	1	1	362	1	1	28	2196	0	0	0
3.611	1	1	362	2	1	28	2196	0	0	0
3.612	1	1	362	3	1	28	2196	0	0	0
3.613	1	1	362	4	1	28	2196	0	0	0
3.614	1	1	362	5	1	28	2196	0	0	0
3.615	1	1	362	6	1	28	2196	0	0	0
3.616	1	1	362	7	1	28	2196	0	0	0
3.617	1	1	362	8	1	28	2196	0	0	0
3.618	1	1	362	9	1	28	2196	0	0	0
3.619	1	1	362	10	1	28	2196	0	0	0
3.62	1	1	363	1	1	28	2196	0	0	0
3.621	1	1	363	2	1	28	2196	0	0	0
3.622	1	1	363	3	1	28	2196	0	0	0
3.623	1	1	363	4	1	28	2196	0	0	0
3.624	1	1	363	5	1	28	2196	0	0	0
3.625	1	1	363	6	1	28	2196	0	0	0
3.626	1	1	363	7	1	28	2196	0	0	0
3.627	1	1	363	8	1	28	2196	0	0	0
3.628	1	1	363	9	1	28	2196	0	0	0
3.629	1	1	363	10	1	28	2196	0	0	0
3.63	1	1	364	1	1	28	2196	0	0	0
3.631	1	1	364	2	1	28	2196	0	0	0
3.632	1	1	364	3	1	28	2196	0	0	0
3.633	1	1	364	4	1	28	2196	0	0	0
3.634	1	1	364	5	1	28	2196	0	0	0
3.635	1	1	364	6	1	28	2196	0	0	0
3.636	1	1	364	7	1	28	2196	0	0	0
3.637	1	1	364	8	1	28	2196	0	0	0
3.638	1	1	364	9	1	28	2196	0	0	0
3.639	1	1	364	10	1	28	2196	0	0	0
3.64	1	1	365	1	1	28	2196	0	0	0
3.641	1	1	365	2	1	28	2196	0	0	0
3.642	1	1	365	3	1	28	2196	0	0	0
3.643	1	1	365	4	1	28	2196	0	0	0
3.644	1	1	365	5	1	28	2196	0	0	0
3.645	1	1	365	6	1	28	2196	0	0	0
3.646	1	1	365	7	1	28	2196	0	0	0
3.647	1	1	365	8	1	28	2196	0	0	0
3.648	1	1	365	9	1	28	2196	0	0	0
3.649	1	1	365	10	1	28	2196	0	0	0
3.65	1	1	366	1	1	28	2196	0	0	0
3.651	1	1	366	2	1	28	2196	0	0	0
3.652	1	1	366	3	1	28	2196	0	0	0
3.653	1	1	366	4	1	28	2196	0	0	0
3.654	1	1	366	5	1	28	2196	0	0	0
3.655	1	1	366	6	1	28	2196	0	0	0
3.656	1	1	366	7	1	28	2196	0	0	0
3.657	1	1	366	8	1	28	2196	0	0	0
3.658	1	1	366	9	1	28	2196	0	0	0
3.659	1	1	366	10	1	28	2196	0	0	0
3.66	1	1	367	1	1	28	2196	0	0	0
3.661	1	1	367	2	1	28	2196	0	0	0
3.662	1	1	367	3	1	28	2196	0	0	0
3.663	1	1	367	4	1	28	2196	0	0	0
3.664	1	1	367	5	1	28	2196	0	0	0
3.665	1	1	367	6	1	28	2196	0	0	0
3.666	1	1	367	7	1	28	2196	0	0	0
3.667	1	1	367	8	1	28	2196	0	0	0
3.668	1	1	367	9	1	28	2196	0	0	0
3.669	1	1	367	10	1	28	2196	0	0	0
3.67	1	1	368	1	1	28	2196	0	0	0
3.671	1	1	368	2	1	28	2196	0	0	0
3.672	1	1	368	3	1	28	2196	0	0	0
3.673	1	1	368	4	1	28	2196	0	0	0
3.674	1	1	368	5	1	28	2196	0	0	0
3.675	1	1	368	6	1	28	2196	0	0	0
3.676	1	1	368	7	1	28	2196	0	0	0
3.677	1	1	368	8	1	28	2196	0	0	0
3.678	1	1	368	9	1	28	2196	0	0	0
3.679	1	1	368	10	1	28	2196	0	0	0
3.68	1	1	369	1	1	28	2196	0	0	0
3.681	1	1	369	2	1	28	2196	0	0	0
3.682	1	1	369	3	1	28	2196	0	0	0
3.683	1	1	369	4	1	28	2196	0	0	0
3.687	1	1	369	8	1	28	2196	0	0	0
3.688	1	1	369	9	1	28	2196	0	0	0
3.689	1	1	369	10	1	28	2196	0	0	0
3.69	1	1	370	1	1	28	2196	0	0	0
3.691	1	1	370	2	1	28	2196	0	0	0
3.692	1	1	370	3	1	28	2196	0	0	0
3.693	1	1	370	4	1	28	2196	0	0	0
3.694	1	1	370	5	1	28	2196	0	0	0
3.695	1	1	370	6	1	28	2196	0	0	0
3.696	1	1	370	7	1	28	2196	0	0	0
3.697	1	1	370	8	1	28	2196	0	0	0
3.698	1	1	370	9	1	28	2196	0	0	0
3.699	1	1	370	10	1	28	2196	0	0	0
3.7	1	1	371	1	1	28	2196	0	0	0
3.701	1	1	371	2	1	28	2196	0	0	0
3.702	1	1	371	3	1	28	2196	0	0	0
3.703	1	1	371	4	1	28	2196	0	0	0
3.706	1	1	371	7	1	28	2196	0	0	0
3.707	1	1	371	8	1	28	2196	0	0	0
3.708	1	1	371	9	1	28	2196	0	0	0
3.709	1	1	371	10	1	28	2196	0	0	0
3.71	1	1	372	1	1	28	2196	0	0	0
3.711	1	1	372	2	1	28	2196	0	0	0
3.712	1	1	372	3	1	28	2196	0	0	0
3.713	1	1	372	4	1	28	2196	0	0	0
3.714	1	1	372	5	1	28	2196	0	0	0
3.715	1	1	372	6	1	28	2196	0	0	0
3.716	1	1	372	7	1	28	2196	0	0	0
3.717	1	1	372	8	1	28	2196	0	0	0
3.718	1	1	372	9	1	28	2196	0	0	0
3.722	1	1	373	3	1	28	2196	0	0	0
3.723	1	1	373	4	1	28	2196	0	0	0
3.724	1	1	373	5	1	28	2196	0	0	0
3.725	1	1	373	6	1	28	2196	0	0	0
3.726	1	1	373	7	1	28	2196	0	0	0
3.727	1	1	373	8	1	28	2196	0	0	0
3.728	1	1	373	9	1	28	2196	0	0	0
3.729	1	1	373	10	1	28	2196	0	0	0
3.73	1	1	374	1	1	28	2196	0	0	0
3.731	1	1	374	2	1	28	2196	0	0	0
3.732	1	1	374	3	1	28	2196	0	0	0
3.733	1	1	374	4	1	28	2196	0	0	0
3.734	1	1	374	5	1	28	2196	0	0	0
3.735	1	1	374	6	1	28	2196	0	0	0
3.737	1	1	374	8	1	28	2196	0	0	0
3.739	1	1	374	10	1	28	2196	0	0	0
3.74	1	1	375	1	1	28	2196	0	0	0
3.741	1	1	375	2	1	28	2196	0	0	0
3.742	1	1	375	3	1	28	2196	0	0	0
3.743	1	1	375	4	1	28	2196	0	0	0
3.745	1	1	375	6	1	28	2196	0	0	0
3.746	1	1	375	7	1	28	2196	0	0	0
3.747	1	1	375	8	1	28	2196	0	0	0
3.748	1	1	375	9	1	28	2196	0	0	0
3.749	1	1	375	10	1	28	2196	0	0	0
3.75	1	1	376	1	1	28	2196	0	0	0
3.751	1	1	376	2	1	28	2196	0	0	0
3.753	1	1	376	4	1	28	2196	0	0	0
3.754	1	1	376	5	1	28	2196	0	0	0
3.755	1	1	376	6	1	28	2196	0	0	0
3.756	1	1	376	7	1	28	2196	0	0	0
3.757	1	1	376	8	1	28	2196	0	0	0
3.758	1	1	376	9	1	28	2196	0	0	0
3.759	1	1	376	10	1	28	2196	0	0	0
3.76	1	1	377	1	1	28	2196	0	0	0
3.765	1	1	377	6	1	28	2196	0	0	0
3.766	1	1	377	7	1	28	2196	0	0	0
3.767	1	1	377	8	1	28	2196	0	0	0
3.768	1	1	377	9	1	28	2196	0	0	0
3.769	1	1	377	10	1	28	2196	0	0	0
3.77	1	1	378	1	1	28	2196	0	0	0
3.771	1	1	378	2	1	28	2196	0	0	0
3.772	1	1	378	3	1	28	2196	0	0	0
3.777	1	1	378	8	1	28	2196	0	0	0
3.778	1	1	378	9	1	28	2196	0	0	0
